Name_audio,Transcription,label,text_len,sentiment,clean_text
16dec_K53_1," Да привет. Ага. Да ты что! Ничего себе! Удивительная история. А как так получилось? Ну ты молодец! Я очень учч... Ты писала!? Подожди это были твои статьи, про, про Стеньку этого, который прыгнул. Это ты? Удивительно? Я и не знал, что это ты, очень хорошая статья знаешь, замечательная статься! Молодец, молодец. Знаешь, я думаю, что лучше тебе к нам в отдел, лучше всё-таки, да! Это будет очень удивительная ситуация ",удивление,69,1,привет ага удивительный история получиться ну молодец очень учч ... писать подождать твой статья стенёк который прыгнуть удивительно знать очень хороший статья знать замечательный статься молодец молодец знать думать хороший отдел хороший всё-таки очень удивительный ситуация
22dec_D62_2,"Равиль, ты серьезно? А где? Слушай, я Полинке уже два часа не могу дозвониться. Они щас с Олькой там, они поехали там. Рядом ярмарка вот эта вот. Новогодняя. Полинка с маленькой Олечкой. Ну я не знаю, часа три назад. Я уж два часа звоню. Не могу дозвониться. Ну идут, но они не отвечают. Равиль, что делать а? Может нам поехать туда? А давай Диме попробуем позвонить? Я просто Не получается. Он тоже сначала не брал трубку, а сейчас у него занято постоянно. Да я пытаюсь дозвониться, говорю занято всё время. Мне кажется, что ему все звонят. Слушай, а вдруг что-то случилось а, вдруг что-то случилось. Ну я сейчас оденусь… ",страх,109,-1,равиль серьёзно слушать полинке час мочь дозвониться олька поехать рядом ярмарка новогодний полинка маленький олечка ну знать час назад час звонить мочь дозвониться ну идти отвечать равиль делать мочь поехать туда давать дима попробовать позвонить просто получаться сначала брать трубка занятый постоянно пытаться дозвониться говорить занятый всё время казаться всё звонить слушать что-то случиться что-то случиться ну оденусь…
15dec_D51_2,"Любаш, представляешь сейчас смотрел такую передачу в общем-то в Китай, куда мы поедем, вот именно там, вот эта провинция какая-то. Там, там вообще они, ты знаешь, они тараканов едят. Они ему голову сначала отгрызают. Вот. Потом внутренности высасывают, и все это значит проглатывают, и запивают какой-то соком из слизней. Представляешь вот это все? Значит берут опарышей, все это настаивают и вот это все, знаешь, вот эта жижа вниз оседает, вот эти внутренности желтые. Да, серьезно. А вот туда, куда мы едем вообще в деревню, там вообще . Они, они белье там не меняют, ты представляешь? И вот этих постельных клопов с постели они потом собирают вот так вот в горсточку и прямо едят, они хрустят.",отвращение,115,-1,любаша представлять смотреть передача общий-то китай поехать именно провинция какой-то вообще знать таракан голова сначала отгрызать внутренность высасывать всё значит проглатывать запивать какой-то сок слизень представлять всё значит брать опарышея всё настаивать всё знать жижа вниз оседать внутренность жёлтый серьёзно туда ехать вообще деревня вообще бельё менять представлять постельный клоп постель собирать горсточка прямо хрустеть
22dec_D41_2,"В смысле? Ты не взял билеты? Ах, Равиль ты в своем уме? Восемь человек тебе дали деньги, все отметили свои дни, им дали выходные, а ты ничего не сделал. Ты серьезно? А ничего, что мы планы все изменили? А ничего, что мы тебя попросили сделать вот такое маленькое задание и ты все равно его не сделал, а? Слушай, знаешь, я ненавижу безответственных людей, вот ненавижу. Я очень тебя люблю, правда, ты прекрасный друг, но ты охрененно безответственный. И если я тебя попросила сделать вот такую маленькую штучку и ты ее не сделал, мне как реагировать? Может это были последение деньги, которые у меня были и у ребят тоже! И мы все тебя попросили сделать всего лишь одну вещь, одну вещь. Да тебя вообще никогда не о чем нельзя просить! ",гнев,129,-1,смысл взять билет ах равиль свой ум восемь человек дать деньга всё отметить свой день дать выходной сделать серьёзно план всё изменить попросить сделать маленький задание всё равно сделать слушать знать ненавидеть безответственный человек ненавидеть очень любить правда прекрасный друг охрененно безответственный попросить сделать маленький штучка сделать реагировать мочь последение деньга который ребята всё попросить сделать весь лишь вещь вещь вообще никогда нельзя просить
15dec_K34_1,"Ну что же вы Александр Евгеньевич. Такой всегда умный, красноречивый, а тут просто побоялись даже сказать, да? Да не побоялись? А что вы, а что вы сидели и молчали? Что вы ничего не сказали по поводу нашего проекта? Почему вы не защитились? Вас уволили? Вот именно вас уволили и меня вместе с вами. Понятно? Только из-за вас. Из-за того, что вы молчали, вы молчали. Хотя могли сказать хоть слово вставить и защититься за нас. Какую секундочку? Не хочу я вас слушать вообще. Вот не хочу! Вы уже сказали, сказали уже там. Да. Что? Да, вот именно, что нас вместе выгнали. И меня выгнали только из-за вас! Только из-за вас! Что?",гнев,110,-1,ну александр евгениевич умный красноречивый просто побояться сказать побояться сидеть молчать сказать повод наш проект почему защититься уволить именно уволить вместе понятно из-за из-за молчать молчать хотя мочь сказать слово вставить защититься секундочка хотеть слушать вообще хотеть сказать сказать именно вместе выгнать выгнать из-за из-за
15dec_K22_2," жаль очень, очень жаль. Правда, очень жалко. Да, да, да, да, да, да, да, да. А человек-то какой хороший, а? Ну ведь она всем, всему отдела всегда помогала. Да. А вы знаете, она ведь деньги мне даже давала вот недавно в займы, я до сих пор ей не отдал. И она говорит:""Да и не надо, там нет у тебя"". Да, ну вот такой хороший человек. Ага. Ну не переживайте, Льбовь, ну не переживайте. Ну всё будет хорошо.",грусть,77,-1,жаль очень очень жаль правда очень жалко человек-то хороший ну весь весь отдел помогать знать деньга давать недавно заём сей пора отдать говорить '' '' ну хороший человек ага ну переживать льбовь ну переживать ну всё хорошо
10dec_K41_1,"Ты понимаешь, он меня уволил, ну как так можно, а? Да, да я столько вложила в эту компанию, я ежегодно ездила на эти фестивали, тратила свое время, я, я практически не была с семьей, понимаешь, я с десяти утра, до шести, до шести рабочий день, но я-то сидела до девяти вечера в офисе. Сколько я потратила на это времени? Сколько я вложила своих сил? И вот так вот, пожалуйста, нате. Четыре года. Я шесть лет проработала в этой компании.",гнев,79,-1,понимать уволить ну столько вложить компания ежегодно ездить фестиваль тратить свой время практически семья понимать десять утро шесть шесть рабочий день я-то сидеть девять вечер офис сколько потратить время сколько вложить свой сила пожалуйста нате четыре год шесть год проработать компания
10dec_D52_2,"Слушай, я там смотрел видео чо они там хавают. Там эти, ... Личинки какие-то, знаешь? И у них мордочка такая красная. И у них лапки какие-то мерзкие такие. Слушай, а когда он его съедал, это, потом жука у него вот так вот вытекал гной какой-то из него. Слизь там какая-то. И ... эти ... Как сопли слушай, ну такие. Это можно просто ",отвращение,62,-1,слушать смотреть видео хавать ... личинка какой-то знать мордочка красный лапка какой-то мерзкий слушать съедать жук вытекать гной какой-то слизь какой-то ... ... сопля слушать ну просто
14dec_D63_2,"Ой, Влад, я сейчас телевизор включила, а там просто ужас какой-то. Ты вообще видел? Там вот этот вот взрыв в центре и говорят, что среди погибших там славянская девушка есть. Я Дашке звонила, она не отвечает! Да я не знаю, часа два назад. У неё не доступен телефон, не просто не отвечает, он просто выключен и не доступен. Я вот не знаю, что делать, куда бежать-то? Ну она же сказала, что хотела погулять, посмотреть, пофотографировать, я уже не знаю, куда там она могла зайти. Она не отвечает давно уже не возвращается. Слушай, а в полицию? А может позвонить? Там линия, линия горячая, ты не слышал никакого номера, чтобы...Я уже не знаю, куда позвонить.",страх,113,-1,ой влад телевизор включить просто ужас какой-то вообще видеть взрыв центр говорить среди погибнуть славянский девушка дашка звонить отвечать знать час назад доступный телефон просто отвечать просто выключить доступный знать делать бежать-то ну сказать хотеть погулять посмотреть пофотографировать знать мочь зайти отвечать давно возвращаться слушать полиция мочь позвонить линия линия горячий слышать никакой номер ... знать позвонить
15dec_K54_2,"Любочка, меня только что назначили начальником транспортного отдела. Я сейчас за старшего, да. Поздравьте меня. Спасибо. , Евгений, да я не знаю как он. Мне без разницы, я начальник теперь и все. Спасибо. Ну, ну и что? Я профессионал своего дела, вот и все. Да я ничего не заканчивал вообще, зачем мне образование? Я просто талантлив от природы, конечно. Спасибо. Э, в этой сфере? Не, нигде не работал вообще, вообще нигде не работал, сразу сюда, сразу сюда пошел, да. ",радость,79,1,любочка назначить начальник транспортный отдел старший поздравить спасибо евгений знать разница начальник всё спасибо ну ну профессионал свой дело всё заканчивать вообще образование просто талантливый природа конечно спасибо э сфера нигде работать вообще вообще нигде работать сразу сюда сразу сюда пойти
14dec_D31_2,"Влад, ну я к сожалению не еду. Ну, дедушка заболел и мне теперь надо остаться, я уже не могу поехать. Ну а что я придумаю, нет. Ну, все работают а за ним нужен круглосуточный присмотр, сиделка не вариант, потому что, ну понимаешь, да, что как родная внучка оставит и улетит куда-то отдыхать и веселиться. Я к сожалению не могу, поэтому, я вот сдам билет. ",грусть,64,-1,влад ну сожаление еда ну дедушка заболеть остаться мочь поехать ну придумать ну всё работать нужный круглосуточный присмотр сиделка вариант ну понимать родный внучка оставить улететь куда-то отдыхать веселиться сожаление мочь поэтому сдать билет
10dec_K51_2,Что за вонь? Я. . Сколько ехать-то еще с этим?,отвращение,10,-1,вонь я. сколько ехать-то ещё
14dec_D61_2,"Влад, слушай, а ты Дашке звонил? И чего, не отвечает? Слушай, у меня тоже. Но в конце концов она же всё-таки в магазин ушла, сколько можно-то? Уже два часа её нет. Слушай, может, она заблудилась? Да везде, мы всё-таки в другой стране. Слушай, а может надо сходить за ней? Или, я не знаю, нам всем вместе выйти? Так она, я даже не знаю... Слушай, а может полиция или как-то, она ведь совсем не понимает куда идёт, ни языка, ничего не знает, не ориентируется! А если нет?! Так мы уже паникуем, её нет уже два часа. Слушай, а... Да какой?! Да это же Даша - её нельзя никуда отпускать! Ещё доверчивая,я не знаю... Слушай, нет, мне кажется... Что-то мне неспокойно, надо за ней пойти.",страх,123,-1,влад слушать дашка звонить отвечать слушать конец конец всё-таки магазин уйти сколько можно-то час её слушать мочь заблудиться везде всё-таки страна слушать мочь сходить знать весь вместе выйти знать ... слушать мочь полиция как-то совсем понимать идти язык знать ориентироваться паниковать её час слушать ... даша её нельзя никуда отпускать ещё доверчивый знать ... слушать казаться ... что-то неспокойно пойти
22dec_N13_1,"Значит, я просыпаюсь, заправляю постель, иду мыться, если успеваю, то кушаю, иногда выпиваю кофе, но редко, потом до конца одеваюсь, выхожу из общежития, иду пешком, где-то километра два, до ВГИКа, показываю пропуск, прохожу, иду на второй этаж, там меня ждет учебный театр, захожу в него, скидываю, все свои вещи, и потом уже думаю, куда мне идти, потому что расписание я смотрю уже непосредственно, когда прихожу в институт.",нейтраль,67,0,значит просыпаться заправлять постель идти мыться успевать кушать выпивать кофе редко конец одеваться выходить общежитие идти пешком где-то километр вгик показывать пропуск проходить идти второй этаж ждать учебный театр заходить скидывать всё свой вещь думать идти расписание смотреть непосредственно приходить институт
22dec_N16_2,"Меня зовут Ленога Екатерина, мне 23 года. Я родилась в 93-м году. Что могу сказать. У меня большая семья. Нас восемь детей. На четверых родителей. Родители развелись, но я не переживала. Потом я захотела быть актрисой. Но сначала хотела быть телеведущей. Я пошла заниматься в студию, занималась скороговорками, речью и так далее. А потом я решила поступать. Потом у меня проснулся спортивный интерес. Пошла ещё раз поступать. Первый раз не поступила, заболела ветрянкой. Второй поступила во ВГИК. Проучилась четыре года. Выпустилась. Снимаюсь в кино. Работаю в театре. Выпускаю сейчас антипризу. Еду на гастроли в кучу городов в январе.",нейтраль,98,0,звать ленога екатерина 23 год родиться 93-м год мочь сказать больший семья восемь ребёнок четверо родитель родитель развестись переживать захотеть актриса сначала хотеть телеведущий пойти заниматься студия заниматься скороговорка речь далее решить поступать проснуться спортивный интерес пойти ещё поступать первый поступить заболеть ветрянка второй поступить вгик проучиться четыре год выпуститься сниматься кино работать театр выпускать антиприз еда гастроль куча город январь
15dec_K14_2,"Что? Мы застряли. Да, да, мы застряли. Ну все нормально, сейчас поедет дальше. Что Любовь Алексеевна? Успокойтесь только. Да почему плохо то? Успокойтесь. А я что могу сделать? Я сейчас только вызову диспетчера. Успокойтесь, пожалуйста. Не надо ничего вылазить мы сейчас поедем. Любовь Алексеевна, все нормально. Он не сорвется. Ну я просто не знаю что делать то. Успокойтесь, сейчас поедет все.",страх,61,-1,застрять застрять ну всё нормально поехать далёкий любовь алексеевич успокоиться почему плохо успокоиться мочь сделать вызов диспетчер успокоиться пожалуйста вылазить поехать любовь алексеевич всё нормально сорваться ну просто знать делать успокоиться поехать всё
22dec_D52_2,"Слушай, Равиль, я только что посмотрела передачу про огранизм человека. И там знаешь, там была такая история. В общем, один чувак, ну я не знаю, как бы кто он, но он в общем долго целовался, целовался с собакой. И у него появились животные глисты. Его начали вскрывать и в общем когда его оперировали там эти глисты полезли и заразилась вообще вся команда врачей. И потом эта болезнь распространилась на всю больницу. Ты представляешь? И эти глисты просто аж по стенке ползали по всей больнице. Ты прикинь! Это же ужасно вообще. А потом они там эти личинки ну разлагались везде. И они ползали по людям и начинали разъедать еду. Ну в смысле еду и, и вообще кожу человека и .",отвращение,119,-1,слушать равиль посмотреть передача огранизм человек знать история общий чувак ну знать общий долго целоваться целоваться собака появиться животное глист начать вскрывать общий оперировать глист полезть заразиться вообще весь команда врач болезнь распространиться весь больница представлять глист просто аж стенка ползать весь больница прикинуть ужасно вообще личинка ну разлагаться везде ползать человек начинать разъедать еда ну смысл еда вообще кожа человек
14dec_D11_2," Влад, я сегодня посмотрела новости. Ты знаешь, я наверно сдам билеты. Ты видел ,там же самолет разбился. Я не поеду Влад,я знаю что со мной что-нибудь случится. Ты видел сколько людей? Все погибли .Влад ты понимаешь сколько людей погибло .Ты понимаешь что сейчас опасная ситуация и летать просто так вот не надо лучше. Давай я лучше просто сдам билет и всё .Влад ну пожалуйста, ты меня можешь послушать, ты понимаешь сколько людей погибло",страх,73,-1,влад сегодня посмотреть новость знать наверно сдать билет видеть самолёт разбиться поехать влад знать что-нибудь случиться видеть сколько человек всё погибнуть .влад понимать сколько человек погибнуть .ты понимать опасный ситуация летать просто хороший давать хороший просто сдать билет всё .влад ну пожалуйста мочь послушать понимать сколько человек погибнуть
14dec_D22_2,"Так, Влад, я всё придумала. Мы с тобой сможем научиться кататься на сёрфе. Нет, не я. Но я всё устроила. В общем, когда мы прилетаем в Мельбурн, мы идем на дикие пляжи. Я обо всём договорилась. Мы сразу берем доски и идем учиться кататься на сёрфе. У меня есть знакомы друг. Тренер. В общем Влад, это просто невероятно. Он там к тому же ещё и проводник. Он нам покажет и водопады, и каньоны, и ферму. В общем, ты увидишь всё что хотел. Я очень рада. Конечно. ",радость,86,1,влад всё придумать смочь научиться кататься сёрф я. всё устроить общий прилетать мельбурн идти дикий пляж весь договориться сразу брать доска идти учиться кататься сёрф знакомый друг тренер общий влад просто невероятно ещё проводник показать водопад каньон ферма общий увидеть всё хотеть очень рада конечно
14dec_D33_1,"Подожди. И не с кем его оставить разве? Ну конечно привезем. Обидно, без тебя. Без тебя не будет так интересно. Конечно, да. Да.",грусть,23,-1,подождать оставить ну конечно привезти обидно интересно конечно
19dec_N13_2_p1,"Беру четыре яйца, мою. Разбиваю в сковородку, предварительно масло налив в сковородку. Режу ветчину, тонкими пластинками или кубиками. Кидаю сверху поверх яиц. Беру острый перец чили, нарезаю маленькими ломтиками. Кидаю. Перчу. Жду приготовления. ",нейтраль,33,0,брать четыре яйцо разбивать сковородка предварительно масло налить сковородка реж ветчина тонкий пластинка кубик кидать сверху поверх яйцо брать острый перец чили нарезать маленький ломтик кидать перчить ждать приготовление
16dec_D43_1,"Кать, я очень виноват, я не смог купить билеты… я знаю, что я знаю, что… да…. Прости, пожалуйста. Ребята, ребята, извините меня, я.. Да я знаю… Я не знаю, я думал они будут. Ну почему… Я потратил ваши деньги. Да, я потратил ваши деньги. Я отдам вам деньги, ничего страшного... Прости меня...",грусть,52,-1,катя очень виноватый смочь купить билеты… знать знать что… да… простить пожалуйста ребята ребята извинить .. знаю… знать думать ну почему… потратить ваш деньга потратить ваш деньга отдать деньга страшный ... простить ...
10dec_K61_1,"Представляешь, меня назначили начальником нового отдела по работе с корпоративными клиентами. Ну да, по работе с зарубежными клиентами. Ну это же круто! Да. Ну вот буквально пару дней назад. Ну я не знаю. Смотри, мы продумали стратегию, чтобы. Там .",радость,40,1,представлять назначить начальник новый отдел работа корпоративный клиент ну работа зарубежный клиент ну круто ну буквально пара день назад ну знать смотреть продумать стратегия
10dec_D51_1,Это фу ну. Ну фу . Ну тебе самому непротивно?,отвращение,10,-1,фу ну ну фу ну непротивный
14dec_D52_1, Ну и. Угу. Угу. .У. Угу. И что это за блюдо? Угу. Угу. Он еще грязный .,отвращение,17,-1,ну и. угу угу .у угу блюдо угу угу ещё грязный
16dec_D62_2,"Подожди, а туда же Вика поехала. А, и что нам делать? А вдруг, господи, что нам делать? Может нам туда стоит тоже сейчас поехать, а вдруг ее? А вдруг она попала под этот теракт? Подожди, а что нам, что нам делать? Мы не можем просто так сейчас сидеть. А что, нам просто так с тобой сейчас сидеть? А вдруг она там? Как, а как мы ее должны спасти. Подожди, мы должны ее спасти. Ну, она там одна а мы тут с тобой вдвоем. Нам все равно нужно туда поехать... ",страх,89,-1,подождать туда вика поехать делать господь делать мочь туда стоить поехать попасть теракт подождать делать мочь просто сидеть просто сидеть должный спасти подождать должный спасти ну вдвоём всё равно нужно туда поехать ...
19dec_D23_1,"Да, и я даже на завтра такси заказала. Подожди ты. Ты серьезно. Подожди, ты, подожди тоже самое. Это там же все звезды голивудские ходили. . Роберта де Ниро? Подожди стоп, я не верю, мы же с ними сможем даже сфоткаться, живой Роберт де Ниро. Слушай я вообще в восторге, ты ты ты вообще просто .",радость,55,1,завтра такси заказать подождать серьёзно подождать подождать самый всё звезда голивудский ходить роберт де ниро подождать стоп верить смочь сфоткаться живой роберт де ниро слушать вообще восторг вообще просто
14dec_K45_2," Фух,Владислав Олегович не знаю. Ой,воняет на все этажи. Ой ,я ещё чуть не испачкалась в этом. Да видит все,тут почувствуешь за три километра ",отвращение,23,-1,фух владислав олегович знать ой вонять всё этаж ой ещё испачкаться видеть всё почувствовать километр
15dec_D52_2,"Люб, представляешь, сейчас увидел в общем сюжет, передача шла про Китай вот этот Гуанчжоу, в который мы едем это жесть какая-то представляешь, что они там едят? Они жуков едят Колорадских. Притом в какой-то форме такой: отгрызают личинки. Всё это едят, запивают. Я не знаю, как мы там есть будем. Мы то что там будем есть? Может с собой что-то взять. Ну просто это я... они берут значит тушу это протухает она на улице и вот эти личинки, которые там в мясе заводятся вот эти белые опарыши, вот это гниение они все это потом едят. И готовят жарят вот это всё и у них это деликатес считается. Мы то там что будем есть? Это Стрекозу большую например. ",отвращение,116,-1,люба представлять увидеть общий сюжет передача идти китай гуанчжоу который ехать жесть какой-то представлять жуков колорадский притом какой-то форма отгрызать личинка всё запивать знать мочь что-то взять ну просто ... брать значит тушить протухать улица личинка который мясо заводиться белые опарыш гниение всё готовить жарить всё деликатес считаться стрекоза больший например
10dec_D72_1,"Мы едем в новую Зеландию я купила нам билеты! Ну вот так купила, нам выдали премию на работе и там были горячие путевки. Ну вот такая премия! Ну вот начальник у нас вот такой добрый стал под новый год, решил выдать всем премии. Ну как не может быть! Ну и что это же круто, смотри горячие путевки прям для нас, понимаешь. Да может, как...",радость,64,1,ехать новый зеландия купить билет ну купить выдать премия работа горячий путёвка ну премия ну начальник добрый стать новый год решить выдать весь премия ну мочь ну круто смотреть горячий путёвка прям понимать мочь ...
14dec_K12_1,"Что происходит? Что происходит? Что делать? Где диспетчер? Почему никто не отвечает? Что происходит, Алин? Мы сейчас упадем, мы на большой высоте, что происходит? Думаю, у меня клаустрафобия. У меня астма, я не могу. У меня нет ингалятора. У меня нет ингалятора, у меня астма, мы задохнемся. ",страх,47,-1,происходить происходить делать диспетчер почему никто отвечать происходить алин упасть большой высота происходить думать клаустрафобия астма мочь ингалятор ингалятор астма задохнуться
19dec_D72_1,"Подожди. Ты? Подожди, но, я живу. Как? Ты то как тут? Ты, да, ты ты так изменился. Ты похудел. Подожди. Да хотела. Ну да, ты. Ты тут живешь? Ты постоянно …",удивление,31,1,подождать подождать жить измениться похудеть подождать хотеть ну жить постоянно …
16dec_D73_1,"Ты, это ты,Катя что ли? Ничего себе! Да это, а ты, ничего себе, да, я здесь на мопеде езжу, катаюсь каждый день! Да я ту...! Ничего себе, какая ты маленькая была!? Да! Да я ты... Ничего себе какие, какие упругие, и вообще я...",удивление,43,1,катя мопед ездить кататься каждый день ... маленький ... упругий вообще ...
19dec_D73_1,"Подожди ты? Родион!? ты что перекрасился !? Я живу, подожди ты модель.... Ты похудел !? Ну... Да... Подожди, ты сюда переехал и работаешь моделью? Ты ты. Какая-то фантастика! .",удивление,29,1,подождать родион перекраситься жить подождать модель .... похудеть ну ... ... подождать сюда переехать работать модель какой-то фантастика
15dec_D53_2,"Люб, сейчас сюжет смотрел по телевизору. В общем туда куда мы едем – в Китай там... там жесть творится. Там люди едят личинок, опарышей. Это все очень противно. Все это подается в ресторане, и все это будем есть мы. А там куда мы едем ты представляешь что там творится в этой деревне? Они там, я не знаю, что что они там нам могут предложить: сок из слизней, я не знаю, какого-то шелкопряда сушенного какого-то вкусного такого. Знаешь, у них есть такие, я видел просто, такой пакетик как вот леденцы и там просто опарыши, и их они берут и просто едят. Представляешь? Ну вот такой ужас. А что мы там будем есть, это прям как мерзко. Я сейчас посмотрел картинки, это это очень жестко все это они жарят, все это с маслом – ну это для них еда. Это ужасно. Жуки всякие там, аскариды какие-то, гельминты, черви просто плоские, всякие, ну в общем все вот это, все вот эти отходы, которые вот в отходах это все. Ну ты представляешь, червь вот этот вот он ползал там прям в этих в мусоре и потом они его едят.",отвращение,185,-1,люба сюжет смотреть телевизор общий туда ехать китай ... жесть твориться человек личинка опарышея всё очень противно всё подаваться ресторан всё ехать представлять твориться деревня знать мочь предложить сок слизень знать какой-то шелкопряд сушить какой-то вкусный знать видеть просто пакетик леденец просто опарыш брать просто представлять ну ужас прям мерзко посмотреть картинка очень жёстко всё жарить всё масло ну еда ужасно жук всякий аскарида какой-то гельминт черви просто плоский всякий ну общий всё всё отход который отход всё ну представлять червь ползать прям мусор
14dec_D41_2,"Да? Чего? Чего? Я ж тебе сказала оплатить, ты чего, мы забронировали. Влад, да ты псих что ли, ты с ума сошел, почему ты не оплатил. Ты же сам сказал, что ты оплатишь. Почему, если ты ни черта не можешь сделать, зачем ты брался. Да не надо мне оправдываться. Какой ? Ты издеваешься? Ты забыл? Ты понимаешь, что уже отель оплачен. Ты понимаешь это? Как ты мог забыть? Мы планировали это целый год, а ты взял и забыл. Да какого черта скажи мне пожалуйста, как можно было это забыть.",гнев,89,-1,сказать оплатить забронировать влад псих ум сойти почему оплатить сказать оплатить почему черта мочь сделать браться оправдываться издеваться забыть понимать отель оплатить понимать мочь забыть планировать целый год взять забыть черта сказать пожалуйста забыть
