Name_audio,Transcription,label,text_len,sentiment,cleaned_text
14dec_D33_1,"Подожди. И не с кем его оставить разве? Ну конечно привезем. Обидно, без тебя. Без тебя не будет так интересно. Конечно, да. Да.",грусть,23,-1,подождать оставить ну конечно привезти обидно интересно конечно
14dec_D33_2,"Влад, в общем, такое дело. Дедушка заболел. Поэтому я, вот, не поеду. Не с кем, к сожалению. И всё это вот. И бронь полетела. И отели. И деньги потеряны. Но вот. Я, к сожалению, не могу. Ни оставить его. Вы поедете без меня. Я не знаю. Привезете мне сувениров, магниты. Кенгуру, может быть. Так обидно, Влад. Я так давно планировала. Ну ты знаешь сам что это мечта всей моей жизни была. Ну что поделать. Будем по скайпу звонить каждый вечер друг-другу. Будете показывать, как у вас там тепло. ",грусть,88,-1,влад общий дело дедушка заболеть поэтому поехать сожаление всё бронь полететь отель деньга потерять сожаление мочь оставить поехать знать привезти сувенир магнит кенгуру мочь обидно влад давно планировать ну знать мечта весь жизнь ну поделать скайп звонить каждый вечер друг-друг показывать тепло
14dec_D34_1, Да. И это точно? И и не на кого его оставить ? Обидно то как. Без тебя не будет того интереса. Всё это улетело. ,грусть,24,-1,точно оставить обидно интерес всё улететь
14dec_D34_2,"Влад, в общем, с грустной я новостью: дедушка опять заболел и я уже не еду. Это точно. Это ужасно обидно и все планы к черту полетели и весь этот новый год в Австралии, и каньоны, и кенгуру. Не на кого, Влад, ну ты же знаешь как вот, ты же знаешь сам ситуацию. Так что будем с вами списываться, созваниваться по скайпу, будете мне там с кенгуру селфи слать. Я знаю, я планировала очень долго, сам же понимаешь. Полетите без меня. Конечно не будет. Обидно, очень обидно и представляешь и бронь, и все эти деньги, и представляешь сколько денег ушло? И всё, всё это улетело в черную дыру. Очень обидно. Ну, может быть. Когда-нибудь.",грусть,113,-1,влад общий грустный новость дедушка заболеть еда точно ужасно обидно всё план черта полететь весь новый год австралия каньон кенгуру влад ну знать знать ситуация списываться созваниваться скайп кенгуру селфи слать знать планировать очень долго понимать полететь конечно обидно очень обидно представлять бронь всё деньга представлять сколько деньга уйти всё всё улететь чёрный дыра очень обидно ну мочь когда-нибудь
14dec_D41_1," Алин, тут такое дело, я сейчас смотрю по сайту билеты Новую Зеландию. А билетов на эту дату нет, уже все распродано и как бы, я вот смотрю, я хочу что-то выбрать, а не могу. Не, я как бы понимаю, что я... Вот.. Вот… Я сейчас смотрю и ничего не ... Я, я хотел оплатить, но я забегался и не увидел. Я забегался и не увидел. Да, я... Да, я понимаю.",грусть,70,-1,алин дело смотреть сайт билет новый зеландия билет дата всё распродать смотреть хотеть что-то выбрать мочь понимать ... .. вот… смотреть ... хотеть оплатить забегаться увидеть забегаться увидеть ... понимать
14dec_D41_2,"Да? Чего? Чего? Я ж тебе сказала оплатить, ты чего, мы забронировали. Влад, да ты псих что ли, ты с ума сошел, почему ты не оплатил. Ты же сам сказал, что ты оплатишь. Почему, если ты ни черта не можешь сделать, зачем ты брался. Да не надо мне оправдываться. Какой ? Ты издеваешься? Ты забыл? Ты понимаешь, что уже отель оплачен. Ты понимаешь это? Как ты мог забыть? Мы планировали это целый год, а ты взял и забыл. Да какого черта скажи мне пожалуйста, как можно было это забыть.",гнев,89,-1,сказать оплатить забронировать влад псих ум сойти почему оплатить сказать оплатить почему черта мочь сделать браться оправдываться издеваться забыть понимать отель оплатить понимать мочь забыть планировать целый год взять забыть черта сказать пожалуйста забыть
14dec_D42_1,"Алин, я не купил билеты, потому что их больше нет. Их всех выкупили уже, и я не смог купить. Да, я… Я торопился, я забегался и просто не увидел. Вот и всё и не оплатил. Да, я виноват.",грусть,38,-1,алин купить билет большой весь выкупить смочь купить я… торопиться забегаться просто увидеть всё оплатить виноватый
14dec_D42_2,"Чего? Как их могли выкупить? Ты же должен был оплатить бронь. У тебя было две недели, Влад! Да почему тебе ничего нельзя доверить? Объясни мне пожалуйста, зачем ты берешьсятогда если не можешь ничего сделать? Почему мы так долго планировали эту поездку, а тебе нужно было сделать только одно действие. Взять и оплатить эти чертовы билет. Как можно было пропустить две недели свободного времени, ты всё равно ничего делаешь? Чего ты там торопился? Влад, ты понимаешь, что теперь шесть человек останутся без новогодних праздников. Почему что ты забыл оплатить билеты! Да как такое возможно? Почему ты такой безответственный? ",гнев,97,-1,мочь выкупить должный оплатить бронь неделя влад почему нельзя доверить объяснить пожалуйста берешьсятогда мочь сделать почему долго планировать поездка нужно сделать действие взять оплатить чертовый билет пропустить неделя свободный время всё равно делать торопиться влад понимать шесть человек остаться новогодний праздник почему забыть оплатить билет возможно почему безответственный
14dec_D43_1,"Алин, такое дело. В общем я не смог купить билеты. Их все уже раскупили. Нет, я не прикалываюсь. Я сейчас зашел на сайт и билетов нет. Я забегался и просто не успел. Я забыл про эту дату.",грусть,37,-1,алин дело общий смочь купить билет всё раскупить прикалываться зайти сайт билет забегаться просто успеть забыть дата
14dec_D43_2,"Чего? Это прикол какой-то, Влад? Влад, да ты надоел, да почему ты никогда ничего не можешь сделать. У нас бронь была, ты почему не оплатил, почему ты никогда ничего не делаешь. Ты какой-то бесполезный элемент в нашей компании. Почему ты бесконечно все портишь? Лучше бы я сама эти чертовы билеты оплатила, тебе ничего нельзя доверить. Господи, какой ты безответственный. Влад, мне надоела эта твоя безответственность, ты понимаешь? Ты просто испортил нашей компании отдых, ты понимаешь это? Ты понимаешь? Ты просто взял и забыл. Объясни мне как можно взять и забыть оплатить билеты. Тебе лень? Ты занят очень? Где ты забегался? Хомяк что ли в клетке, забегался он. Ты надоел уже просто. Ты бесконечно все портишь.",гнев,115,-1,прикол какой-то влад влад надоесть почему никогда мочь сделать бронь почему оплатить почему никогда делать какой-то бесполезный элемент наш компания почему бесконечно всё портить хороший чертовый билет оплатить нельзя доверить господь безответственный влад надоесть твой безответственность понимать просто испортить наш компания отдых понимать понимать просто взять забыть объяснить взять забыть оплатить билет лень занятый очень забегаться хомяк клетка забегаться надоесть просто бесконечно всё портить
14dec_D51_1,В Китае что ли? Прям тараканов? Прям жи… У… И… И это всё в Китае?,отвращение,15,-1,китай прям таракан прям жи… у… и… всё китай
14dec_D51_2,"Влад, слушай. Чет мы с тобой выбрали конечно страну. Я тут посмотрела, что они там едят. Да в Китае, в Китае. Там вот это знаешь? Слышал? Мадагаскарский таракан такой здоровый, с кулак размером. Так вот, короче говоря, они их живьем едят. Вот эти прям усики. Представляешь? Вот он так смотрит эти своими глазищами. Усики шевелятся. А в этот момент ты откусываешь, лапки цепляются за язычок. Представляешь? Ты жуешь, но вообще говорят мясо вкусное. Но ты только представь себе, эти крылышки шевелятся. Ты проглатываешь еще. Оно шевелится внутри тебя. Конечно! А еще знаешь…",отвращение,92,-1,влад слушать чета выбрать конечно страна посмотреть китай китай знать слышать мадагаскарский таракан здоровый кулак размер короче говорить живьём прям усик представлять смотреть свой глазище усик шевелиться момент откусывать лапка цепляться язычок представлять жевать вообще говорить мясо вкусный представить крылышко шевелиться проглатывать ещё оно шевелиться внутри конечно ещё знаешь…
14dec_D52_1, Ну и. Угу. Угу. .У. Угу. И что это за блюдо? Угу. Угу. Он еще грязный .,отвращение,17,-1,ну и. угу угу .у угу блюдо угу угу ещё грязный
14dec_D52_2,"Влад, я короче говоря, сегодня посмотрела вот этого, который ездит по всем странам. В общем, посмотрела я про Китай, про то что они там едят, вот. В общем, короче говоря, мужик пришел в этот ресторан, подали ему там какой-то пирог, он значит его откусывает, а там половинка таракана. Знаешь почему половинка? Потому что первую половинку он уже съел. Причем сам об этом не знал. И дальше смотрит на него, а там такая дрянь, этого таракана, его когда разрубишь на пополам. У него усики, головка еще шевелится и ножки отдельно живут своей жизнью. То есть. когда ты ешь, оно все, представляешь, там все внутри, когда ты глотаешь, да, оно у тебя лапками так вот все внутри. По трахеи и вот так вот. По пищеводу, в желудочке может быть барахтаться там, представляешь? И вот это все ешь, жуешь, а оно все еще хрустит. В общем, Влад, я не знаю, что-то мы с тобой по-моему лихо загнули с этим Китаем, я просто не представляю, чего они там еще могут есть, всяких крыс. Знаешь, блюдо есть такое «Три писка» называется. Там крысенышей, значит, ловят. Первый писк, когда его ловят, второй писк, когда кидают в воду кипящую, в суп, он так называется и третий, когда, ты достаешь и надкусываешь еще живого мышонка и он так последний писк издает. И ты вот эту всю шерстку, представляешь, вот это все между зубов застревает, и это все дрянь.",отвращение,230,-1,влад короче говорить сегодня посмотреть который ездить весь страна общий посмотреть китай общий короче говорить мужик прийти ресторан подать какой-то пирог значит откусывать половинка таракан знать почему половинка первый половинка съесть причём знать далёкий смотреть дрянь таракан разрубить пополам усик головка ещё шевелиться ножка отдельно жить свой жизнь оно всё представлять всё внутри глотать оно лапка всё внутри трахея пищевод желудочек мочь барахтаться представлять всё жевать оно всё ещё хрустеть общий влад знать что-то по-моему лихо загнуть китай просто представлять ещё мочь всякий крыса знать блюдо писк называться крысеныш значит ловить первый писк ловить второй писк кидать вода кипеть суп называться третий доставать надкусывать ещё живой мышонок последний писк издавать весь шёрстка представлять всё зуб застревать всё дрянь
14dec_D53_1," Ну? Ну да, я помню, помню. А чьи личинки-то? Подожди, а они там не будут как-то . Размножаться и потом .",отвращение,21,-1,ну ну помнить помнить чей личинка-то подождать как-то размножаться
14dec_D53_2,"Влад, в общем, я шас посмотрела такую передачу, вот эта, по ту-ту идет, вот про иду идет, помнишь? Мы с тобой вместе еще посмотрели. В общем, короче говоря, посмотрела я программу, где вот китайская всякая еда, мы-ж с тобой как раз полетим в Китай. Ой, Влад, я вот прям представляю, приходим мы с тобой в этот ресторан, у них есть блюдо, называется живое спагетти. Знаешь почему живое? Тебе, в общем, подают мисочку, в которой кишат маленькие вот эти вот личиночки. Представляешь, вот эти в земле которые копаются, они бывают такие синие, такие вот . Просто личинки. Представляешь, такие синие, белые, вот некоторые на рис похожи. Представляешь, вот ты думаешь ты рис ешь. Палочками берешь, они вот так вот шевелятся, извиваются. Представляешь, вот ты их жуешь, прям вот в рот кладешь и чувствуешь, они у тебя там шевелятся на языке. Ты еще должен их проглотить, и они так еще горло, знаешь, щекотать начинают . Вот эту вот отвратительную вещь. Ты ее вот можешь есть. Будут, будут. Размножаться не знаю. Надеюсь, что нет. Но ты представляешь тот факт, что они вот кишат, извиваются на этой тарелке, а ты. Они их прямо руками, они их давай, вот так, представляешь, прям вот руками. Я инной раз видела там показывали тоже документальный какой-то отрывок, как просто вот где нашел, там и съел. То есть, вот ты, он на тебя вот, вот это вот существо непонятное, он прям откусывает его. Вот так вот на зубок, представляешь? Часть осталась, шевелится, а часть пытается вот разжевать. И вот...",отвращение,250,-1,влад общий шас посмотреть передача ту-ту идти идти идти помнить вместе ещё посмотреть общий короче говорить посмотреть программа китайский всякий еда мы-ж полететь китай ой влад прям представлять приходить ресторан блюдо называться живой спагетти знать почему живой общий подавать мисочка который кишеть маленький личиночка представлять земля который копаться бывать синий просто личинка представлять синий белые некоторый рис похожий представлять думать рис палочка брать шевелиться извиваться представлять жевать прям рот класть чувствовать шевелиться язык ещё должный проглотить ещё горло знать щекотать начинать отвратительный вещь мочь размножаться знать надеяться представлять факт кишеть извиваться тарелка прямо рука давать представлять прям рука инна видеть показывать документальный какой-то отрывок просто найти съесть существо непонятный прям откусывать зубок представлять часть остаться шевелиться часть пытаться разжевать ...
14dec_D61_1,"Звонил. Уже три раза звонил - не отвечает, не берёт. Два часа, а магизин ближний причём! А где она могла заблудиться? А куда мы за ней сходим?! Ну мы можем дойти до магазина, а если её там нету?! То где она? А если она сейчас придёт, вот если сейчас вернётся, а мы тут начнём паниковать? Ну может она погулять пошла, я не знаю, местность посмотреть, хотя...",страх,66,-1,звонить звонить отвечать брать час магизина ближний причём мочь заблудиться сходить ну мочь дойти магазин её нету прийти вернуться начать паниковать ну мочь погулять пойти знать местность посмотреть хотя ...
14dec_D61_2,"Влад, слушай, а ты Дашке звонил? И чего, не отвечает? Слушай, у меня тоже. Но в конце концов она же всё-таки в магазин ушла, сколько можно-то? Уже два часа её нет. Слушай, может, она заблудилась? Да везде, мы всё-таки в другой стране. Слушай, а может надо сходить за ней? Или, я не знаю, нам всем вместе выйти? Так она, я даже не знаю... Слушай, а может полиция или как-то, она ведь совсем не понимает куда идёт, ни языка, ничего не знает, не ориентируется! А если нет?! Так мы уже паникуем, её нет уже два часа. Слушай, а... Да какой?! Да это же Даша - её нельзя никуда отпускать! Ещё доверчивая,я не знаю... Слушай, нет, мне кажется... Что-то мне неспокойно, надо за ней пойти.",страх,123,-1,влад слушать дашка звонить отвечать слушать конец конец всё-таки магазин уйти сколько можно-то час её слушать мочь заблудиться везде всё-таки страна слушать мочь сходить знать весь вместе выйти знать ... слушать мочь полиция как-то совсем понимать идти язык знать ориентироваться паниковать её час слушать ... даша её нельзя никуда отпускать ещё доверчивый знать ... слушать казаться ... что-то неспокойно пойти
14dec_D62_1,"Что там? Как?! А ты ей звонила?! Подожди…А как давно взрыв был? Не надо! А если ещё взрывы будут?! Она может, сейчас куда-нибудь… Да надо, надо позвонить! Надо звонить в полицию! Да, давай!",страх,33,-1,звонить подожди… давно взрыв ещё взрыв мочь куда-нибудь… позвонить звонить полиция давать
14dec_D62_2,"Влад, слушай, я сейчас телевизор включала, а там ужас просто. Там это, взрыв в центре. А у нас же Дашка ушла. Я звонила, а там телефон недоступен. И что будем делать? Да я не знаю! Главное Дашка ушла часа два назад, ещё нет и телефон недоступен. Чего делать то будем? Я не знаю, за ней бежать? А куда? Слушай, может в полицию позвонить? Я не знаю, может как-то собраться где всем позвонить, чтобы мы пошли как-то за ней, поискали? Потому-что это уже два часа прошло, Влад. Я уже начинаю переживать. Очень сильно. Позвони. Я ещё раз попробую Даше позвонить. ",страх,99,-1,влад слушать телевизор включать ужас просто взрыв центр дашка уйти звонить телефон недоступный делать знать главное дашка уйти час назад ещё телефон недоступный делать знать бежать слушать мочь полиция позвонить знать мочь как-то собраться весь позвонить послать как-то поискать потому-что час пройти влад начинать переживать очень сильно позвонить ещё попробовать даша позвонить
14dec_D63_1,"Нет, что случилось? Как в центре? А. А как давно она ушла, подожди? Она точно в центр шла? Может быть она... Надо ехать сейчас туда и искать ее, ну... Я ничего не слышал",страх,33,-1,случиться центр а. давно уйти подождать точно центр идти мочь ... ехать туда искать ну ... слышать
14dec_D63_2,"Ой, Влад, я сейчас телевизор включила, а там просто ужас какой-то. Ты вообще видел? Там вот этот вот взрыв в центре и говорят, что среди погибших там славянская девушка есть. Я Дашке звонила, она не отвечает! Да я не знаю, часа два назад. У неё не доступен телефон, не просто не отвечает, он просто выключен и не доступен. Я вот не знаю, что делать, куда бежать-то? Ну она же сказала, что хотела погулять, посмотреть, пофотографировать, я уже не знаю, куда там она могла зайти. Она не отвечает давно уже не возвращается. Слушай, а в полицию? А может позвонить? Там линия, линия горячая, ты не слышал никакого номера, чтобы...Я уже не знаю, куда позвонить.",страх,113,-1,ой влад телевизор включить просто ужас какой-то вообще видеть взрыв центр говорить среди погибнуть славянский девушка дашка звонить отвечать знать час назад доступный телефон просто отвечать просто выключить доступный знать делать бежать-то ну сказать хотеть погулять посмотреть пофотографировать знать мочь зайти отвечать давно возвращаться слушать полиция мочь позвонить линия линия горячий слышать никакой номер ... знать позвонить
14dec_D64_1,"Да, только что, но почему-то не берёт трубку. Каких заложников?! В каком кафе?! Подожди! Да. Боже! Зачем мы её отпустили?! Она же не разбирается в картах,в городе!... Надо бежать! Надо сейчас прям побежать туда! Не надо никому звонить! ",страх,38,-1,почему-то брать трубка заложник кафе подождать бог её отпустить разбираться карта город ... бежать прям побежать туда никто звонить
14dec_D64_2,"Влад, а ты Алёнке давно звонил? Влад, я тоже ей звонила, я просто сейчас в новостях услышала, там каких-то заложников удерживают в этой, в кафе. Ну Даша же пошла в центр погулять. Она мне сказала, что она пойдёт погулять. Я ей звоню-звоню, она не отвечает, прошло уже два часа, она должна была уже вернуться. Я вот не знаю, куда бежать. За ней бежать или куда, в полицию звонить. Влад, подожди, а может быть.. А если с ней что-то случилось? А если она там? А что нам делать? А может нам побежать туда? Или позвонить или я не знаю... Послать. А куда? Я не знаю, туда и чего мы прибежим?",страх,109,-1,влад алёнка давно звонить влад звонить просто новость услышать какой-то заложник удерживать кафе ну даша пойти центр погулять сказать пойти погулять звонить-звонить отвечать пройти час должный вернуться знать бежать бежать полиция звонить влад подождать мочь .. что-то случиться делать мочь побежать туда позвонить знать ... послать знать туда прибежать
14dec_D65_1,"Какой теракт? Как? Подожди, у нас же Даша сейчас поехала в центр. Она только-что. Я не знаю, она просто поехала в центр. Ну зачем, зачем мы её отпустили?! Куда? Куда? Она не ориентируется, она могла уйти куда угодно! Она могла оказаться там!",страх,42,-1,теракт подождать даша поехать центр только-что знать просто поехать центр ну её отпустить ориентироваться мочь уйти угодный мочь оказаться
14dec_D65_2,"Влад, там терракт в центре. Ты слышал новости? Да я не знаю, там то ли заложники, то ли взорвали что-то. Как, поехала в центр? А я ей звонила недавно, она не брала трубку. Так, погоди, так, погоди. Может быть мы за ней поедем как-то? Я не знаю. А куда она поехала? Куда? В кафе? Подожди, давай. Давай, давай подумаем, может быть нам... Давай, давай поедем за ней? Я не знаю, в кафе Подожди, может быть в полицию или на горячую линию позвонить?",страх,82,-1,влад терракт центр слышать новость знать заложник взорвать что-то поехать центр звонить недавно брать трубка погодить погодить мочь поехать как-то знать поехать кафе подождать давать давать давать подумать мочь ... давать давать поехать знать кафе подождать мочь полиция горячий линия позвонить
14dec_D71_1,"Русанова?! Подожди! Что ты тут делаешь?! В смысле? Я здесь живу уже два года! Да! Я здесь живу, я тут… В смысле, да, сейчас я преподаватель-инструктор по сёрфингу. По сёрфингу! ДА! Ну вот как видишь. Да ты тоже поменялась. Подожди, стоп! ",удивление,41,1,русанов подождать делать смысл жить год жить тут… смысл преподаватель-инструктор сёрфинг сёрфинг ну видеть поменяться подождать стоп
14dec_D71_2,"Владимиров? Ты серьезно? Владимиров?! Я? Я здесь работаю, ты здесь что делаешь? Чего, ты? Да ты же из своих стрелялок не вылезал. Да ладно? Почему, прости? По серфингу? Ты ж толстяк всегда был, господи, как ты изменился. Обалдеть.",удивление,38,1,владимир серьёзно владимир работать делать свой стрелялка вылезать ладный почему простить сёрфинг толстяк господь измениться обалдеть
14dec_D72_1,"Подож... Русанова, что? Это ты чего здесь забыла! Я тут работаю. Я!? Я - инструктор по сёрфингу. А ты кем? Кем ты здесь работаешь? Ты недвижимостью? Ты хоть что-то в этом понимаешь? Я вижу ты тоже!",удивление,36,1,подож ... русанов забыть работать инструктор сёрфинг работать недвижимость что-то понимать видеть
14dec_D72_2,"Владимиров! Ты серьёзно? Мелкий во Вьетнаме! Ты чего тут забыл? Я здесь работаю! Ты? Чего? Да кем? Да я так, недвижимостью занимаюсь. Господи, да ты с кем? А ты по серфингу? Ты, извини меня, на физ-ре самый последний стоял. Был маленький, толстый, прыщавый. Сейчас ты конечно... Ничего не изменилось. Слушай.",удивление,50,1,владимир серьёзно мелкий вьетнам забыть работать недвижимость заниматься господь сёрфинг извинить физ-ре самый последний стоять маленький толстый прыщавый конечно ... измениться слушать
14dec_D73_1,"Подожди, Русланова, это ты что здесь делаешь? Подожди, кем, кем, кем ты работаешь? Ты? Недвижимостью? Ты хоть что-нибудь в этом понимаешь? Я? Всмысле? Я здесь живу и работаю, уже долгое время. Ну да. Вообще не изменилась. Вот та же Русланова. А, да, да, я ещё, кстати, женился, и у меня еще двое детей. ",удивление,53,1,подождать руслановый делать подождать работать недвижимость что-нибудь понимать всмысл жить работать долгий время ну вообще измениться руслановый ещё кстати жениться ещё двое ребёнок
14dec_D73_2,"Владимиров! Ты что тут делаешь? Во Вьетнаме? Да, я, конечно. Я здесь работаю, а ты что делаешь? Я с недвижимостью занимаюсь. Ой, а ты то что здесь делаешь? Ты чего здесь делаешь, скажи мне пожалуйста. Да ладно. Да ты ж никогда дальше своего подъезда не выходил, ты чего? Только с пацанами на лестничной клетке. Да ты женился что ли? У тебя кольцо на... Ничего себе, ей богу, думала всегда, что ты из этих. Обалдеть! Владимиров, я не ожидала.",удивление,78,1,владимир делать вьетнам конечно работать делать недвижимость заниматься ой делать делать сказать пожалуйста ладный никогда далёкий свой подъезд выходить пацан лестничный клетка жениться кольцо ... бог думать обалдеть владимир ожидать
14dec_D74_1,"Подожди, Руслано а? Ну, всмысле, это ты чего здесь забыла? А знаешь, а ты вот не изменилась. А что ты тут делаешь? Подожди, я здесь живу. А кем, кем? Да, я женат. Кем ты здесь работаешь? Ну вот, досидел. Вот, теперь я здесь.",удивление,43,1,подождать руслать ну всмысл забыть знать измениться делать подождать жить женатый работать ну досидеть
14dec_D74_2,"Владимиров, это ты что ли? Владимиров, а я не ожидала. Ты серьёзно? Ты чего во Вьетнаме забыл, Владимиров? Нифига себе, тебя жизнь помотала. Обалдеть, а был такой симпатяга, Владимиров. Я здесь работаю, а ты здесь как оказался? ты женат! Владимиров! Слушай, да что ж ты, как ты выбился то вообще? Ты вообще, ты дальше дома своего никуда не выходил. В своём, этом, компьютере сидел. Целыми днями, досиделся. Вот правду говорят, двоечники всегда лучше всех живут.",удивление,75,1,владимир владимир ожидать серьёзно вьетнам забыть владимир нифига жизнь помотать обалдеть симпатяга владимир работать оказаться женатый владимир слушать выбиться вообще вообще далёкий дом свой никуда выходить свой компьютер сидеть целый день досидеться правда говорить двоечник хороший весь жить
14dec_K11_1,"Что происходит? Как застряли? Где диспетчер? Где диспетчер!? Она не нажимается, Алин, она не нажимается. Ну не видишь? Не нажимается. Ну какие кнопки? Да не нажимается, куда жать? У меня ещё астма, сейчас задохнемся. У меня астма, у меня нет ингалятора. Где диспетчер?",страх,43,-1,происходить застрять диспетчер диспетчер нажиматься алин нажиматься ну видеть нажиматься ну кнопка нажиматься жать ещё астма задохнуться астма ингалятор диспетчер
14dec_K11_2,"Мы застряли.А попробуй, попробуй кнопки нажать. Последовательно, подожди, попробуй. Вот, на первую нажми ещё раз. Да не тыкай так. Подожди, вон там кнопка внизу, вот смотри, где диспетчер. Нажми, попробуй. Как не нажимается? Ну попробуй, пропробуй все кнопки нажать по-очередно. Давай первый, второй. Да нажми, успокойся, пожалуйста, Влад. Влад, не паникуй. Влад, подожди, успокойся, пожалуйста, какая астма? Ты ингалятор взял?",страх,60,-1,застряли. попробовать попробовать кнопка нажать последовательно подождать попробовать первый нажать ещё тыкать подождать вон кнопка внизу смотреть диспетчер нажать попробовать нажиматься ну попробовать пропробовать всё кнопка нажать по-очередно давать первый второй нажать успокоиться пожалуйста влад влад паниковать влад подождать успокоиться пожалуйста астма ингалятор взять
14dec_K12_1,"Что происходит? Что происходит? Что делать? Где диспетчер? Почему никто не отвечает? Что происходит, Алин? Мы сейчас упадем, мы на большой высоте, что происходит? Думаю, у меня клаустрафобия. У меня астма, я не могу. У меня нет ингалятора. У меня нет ингалятора, у меня астма, мы задохнемся. ",страх,47,-1,происходить происходить делать диспетчер почему никто отвечать происходить алин упасть большой высота происходить думать клаустрафобия астма мочь ингалятор ингалятор астма задохнуться
